Injection #,Area,Inject Time,Corrected Time,Corrected Area,Rate (mole / sec)
920,0.0780762,18:13:33 18/04/29,143163.0,0.0264442,9.735113200403909e-08
921,0.0772046,18:16:25 18/04/29,143335.0,0.0255726,9.414244175609358e-08
922,0.0774415,18:19:18 18/04/29,143508.0,0.0258095,9.501456052587133e-08
923,0.0776316,18:22:10 18/04/29,143680.0,0.025999599999999998,9.571439074172084e-08
924,0.0773062,18:25:02 18/04/29,143852.0,0.025674200000000008,9.45164698988096e-08
925,0.0771324,18:27:55 18/04/29,144025.0,0.025500400000000006,9.387664616648636e-08
926,0.0772272,18:30:46 18/04/29,144196.0,0.0255952,9.422564092957173e-08
927,0.0772387,18:33:39 18/04/29,144369.0,0.025606699999999996,9.42679767921823e-08
928,0.076545,18:36:31 18/04/29,144541.0,0.024913000000000005,9.171420393192556e-08
929,0.0770019,18:39:24 18/04/29,144714.0,0.0253699,9.33962261603403e-08
930,0.0776053,18:42:16 18/04/29,144886.0,0.025973300000000005,9.561757046462017e-08
931,0.0771603,18:45:08 18/04/29,145058.0,0.025528300000000004,9.397935665055895e-08
932,0.0766016,18:47:59 18/04/29,145229.0,0.02496960000000001,9.192257000355673e-08
933,0.0763428,18:50:52 18/04/29,145402.0,0.024710800000000005,9.096982902585101e-08
934,0.0762845,18:53:43 18/04/29,145573.0,0.024652500000000008,9.075520460931222e-08
935,0.0764858,18:56:36 18/04/29,145746.0,0.02485380000000001,9.149626627396508e-08
936,0.0767543,18:59:29 18/04/29,145919.0,0.0251223,9.248471663143793e-08
937,0.0755752,19:02:21 18/04/29,146091.0,0.023943199999999998,8.814400223107934e-08
938,0.076771,19:05:12 18/04/29,146262.0,0.02513900000000001,9.254619566670722e-08
939,0.0766625,19:08:04 18/04/29,146434.0,0.025030499999999997,9.214676600642485e-08
940,0.0769251,19:10:55 18/04/29,146605.0,0.0252931,9.311349622568884e-08
941,0.0762647,19:13:47 18/04/29,146777.0,0.024632700000000007,9.068231329803488e-08
942,0.0772415,19:16:39 18/04/29,146949.0,0.025609500000000007,9.427828465438317e-08
943,0.0764056,19:19:45 18/04/29,147135.0,0.024773600000000007,9.120101964949831e-08
944,0.0761343,19:22:37 18/04/29,147307.0,0.024502300000000005,9.020226142982458e-08
945,0.0761801,19:25:29 18/04/29,147479.0,0.024548100000000003,9.037086860439536e-08
946,0.0761043,19:28:22 18/04/29,147652.0,0.024472300000000002,9.009182004910135e-08
947,0.0767332,19:31:13 18/04/29,147823.0,0.025101200000000004,9.240703952699593e-08
948,0.0758651,19:34:22 18/04/29,148012.0,0.024233100000000007,8.921123410680149e-08
949,0.0760977,19:37:14 18/04/29,148184.0,0.024465700000000007,9.006752294534225e-08
950,0.0759094,19:40:06 18/04/29,148356.0,0.024277400000000005,8.937431921233611e-08
951,0.0753672,19:42:57 18/04/29,148527.0,0.023735199999999998,8.737827532473162e-08
952,0.0748486,19:45:49 18/04/29,148699.0,0.023216600000000004,8.546911198996278e-08
953,0.0756052,19:48:40 18/04/29,148870.0,0.0239732,8.825444361180258e-08
954,0.0751817,19:51:33 18/04/29,149043.0,0.023549700000000007,8.669537945392637e-08
955,0.0758627,19:54:26 18/04/29,149216.0,0.024230700000000008,8.920239879634363e-08
956,0.0755447,19:57:16 18/04/29,149386.0,0.02391270000000001,8.803172016067743e-08
957,0.0747665,20:00:08 18/04/29,149558.0,0.023134500000000002,8.516687074471689e-08
958,0.0750812,20:03:00 18/04/29,149730.0,0.023449200000000003,8.632540082850354e-08
959,0.0750385,20:05:52 18/04/29,149902.0,0.023406499999999997,8.61682059299408e-08
960,0.0758609,20:08:44 18/04/29,150074.0,0.024228899999999998,8.919577231350021e-08
961,0.0759243,20:11:50 18/04/29,150260.0,0.024292300000000003,8.942917176476198e-08
962,0.0753025,20:14:42 18/04/29,150432.0,0.023670499999999997,8.71400900803052e-08
963,0.0755353,20:17:33 18/04/29,150603.0,0.023903300000000002,8.799711519471747e-08
964,0.0754416,20:20:27 18/04/29,150777.0,0.0238096,8.765216994892524e-08
965,0.0753078,20:23:18 18/04/29,150948.0,0.023675799999999997,8.715960139089963e-08
966,0.0748755,20:26:10 18/04/29,151120.0,0.0232435,8.556814109467794e-08
967,0.0752908,20:29:03 18/04/29,151293.0,0.023658800000000008,8.709701794182318e-08
968,0.075145,20:31:55 18/04/29,151465.0,0.023513000000000006,8.656027283150829e-08
969,0.0752395,20:34:47 18/04/29,151637.0,0.023607500000000003,8.690816318078645e-08
970,0.0748,20:37:41 18/04/29,151811.0,0.023168000000000008,8.529019695319118e-08
971,0.0732669,20:40:31 18/04/29,151981.0,0.0216349,7.964627426029848e-08
972,0.0723085,20:43:24 18/04/29,152154.0,0.0206765,7.61180402841271e-08
973,0.0711355,20:46:15 18/04/29,152325.0,0.019503500000000007,7.179978229784894e-08
974,0.0692335,20:49:07 18/04/29,152497.0,0.017601500000000006,6.479779875999632e-08
975,0.067989,20:52:00 18/04/29,152670.0,0.016356999999999997,6.021632214966105e-08
976,0.0661112,20:54:51 18/04/29,152841.0,0.014479199999999998,5.3303427992258504e-08
977,0.0649298,20:57:43 18/04/29,153013.0,0.013297799999999999,4.895424641937781e-08
978,0.0629005,21:00:36 18/04/29,153186.0,0.0112685,4.148362328932297e-08
979,0.0624472,21:03:28 18/04/29,153358.0,0.010815200000000004,3.981485402659501e-08
980,0.0623987,21:06:19 18/04/29,153529.0,0.010766700000000004,3.9636307127759125e-08
981,0.0601407,21:09:25 18/04/29,153715.0,0.008508700000000001,3.132375253865753e-08
982,0.058634,21:12:17 18/04/29,153887.0,0.007002000000000001,2.57770182608013e-08
983,0.0584634,21:15:08 18/04/29,154058.0,0.006831400000000001,2.514897494242188e-08
984,0.0582762,21:18:14 18/04/29,154244.0,0.006644200000000003,2.4459820726708947e-08
985,0.0579065,21:21:06 18/04/29,154416.0,0.006274500000000002,2.3098814778263038e-08
986,0.0578907,21:23:58 18/04/29,154588.0,0.006258700000000006,2.3040648984415485e-08
987,0.0578425,21:26:50 18/04/29,154760.0,0.006210500000000001,2.2863206499386813e-08
988,0.0569289,21:29:59 18/04/29,154949.0,0.0052969,1.949989831842879e-08
989,0.057407,21:32:52 18/04/29,155122.0,0.005775000000000002,2.12599657892213e-08
990,0.0564537,21:35:45 18/04/29,155295.0,0.004821700000000005,1.7750506847772883e-08
991,0.0564492,21:38:38 18/04/29,155468.0,0.004817200000000001,1.7733940640664384e-08
992,0.0566579,21:41:29 18/04/29,155639.0,0.0050259,1.85022445125623e-08
993,0.0554325,21:44:21 18/04/29,155811.0,0.0038005000000000053,1.3991082247954222e-08
994,0.0553122,21:47:12 18/04/29,155982.0,0.0036802000000000015,1.3548212311254067e-08
995,0.0557833,21:50:04 18/04/29,156154.0,0.004151300000000004,1.528251012654449e-08
996,0.0552403,21:52:56 18/04/29,156326.0,0.003608300000000002,1.3283521135454064e-08
997,0.0549882,21:55:47 18/04/29,156497.0,0.0033562000000000036,1.2355445399443217e-08
998,0.0553969,21:58:40 18/04/29,156670.0,0.0037649000000000016,1.3860025142829312e-08
999,0.056037,22:01:50 18/04/29,156860.0,0.004404999999999999,1.6216476069527234e-08
1000,0.054709,22:04:41 18/04/29,157031.0,0.0030770000000000033,1.132760428284571e-08
1001,0.0551572,22:07:50 18/04/29,157220.0,0.003525200000000006,1.297759851085074e-08
1002,0.0547194,22:10:43 18/04/29,157393.0,0.003087400000000004,1.13658906281631e-08
1003,0.055473,22:13:34 18/04/29,157564.0,0.003841000000000004,1.4140178111930577e-08
1004,0.0542959,22:16:42 18/04/29,157752.0,0.0026639000000000038,9.80682647028687e-09
1005,0.054893,22:19:34 18/04/29,157924.0,0.003261,1.2004978084614828e-08
1006,0.0544324,22:22:26 18/04/29,158096.0,0.0028004000000000015,1.0309334752577548e-08
1007,0.0551743,22:25:18 18/04/29,158268.0,0.003542300000000005,1.3040550097862977e-08
1008,0.0550924,22:28:10 18/04/29,158440.0,0.0034604000000000024,1.2739045128488556e-08
1009,0.0544427,22:31:18 18/04/29,158628.0,0.0028106999999999993,1.034725295995918e-08
1010,0.0551459,22:34:10 18/04/29,158800.0,0.0035139000000000004,1.2935998924111637e-08
1011,0.0549858,22:37:20 18/04/29,158990.0,0.003353800000000004,1.234661008898536e-08
1012,0.0546695,22:40:13 18/04/29,159163.0,0.0030375000000000055,1.1182189798226804e-08
1013,0.0546105,22:43:02 18/04/29,159332.0,0.002978500000000002,1.0964988416137776e-08
1014,0.0544948,22:45:55 18/04/29,159505.0,0.0028628000000000056,1.0539052824481876e-08
1015,0.0542388,22:49:04 18/04/29,159694.0,0.0026067999999999994,9.596619708976979e-09
1016,0.0540709,22:51:58 18/04/29,159868.0,0.002438900000000001,8.978516114862654e-09
1017,0.0542852,22:54:48 18/04/29,160038.0,0.0026532000000000014,9.767435711162244e-09
1018,0.054188,22:57:43 18/04/29,160213.0,0.0025560000000000027,9.409605637618993e-09
1019,0.0538228,23:00:34 18/04/29,160384.0,0.0021907999999999997,8.065165896281558e-09
1020,0.0543694,23:03:26 18/04/29,160556.0,0.002737400000000001,1.0077407853058768e-08
1021,0.0546522,23:06:19 18/04/29,160729.0,0.0030202000000000007,1.1118501935343057e-08
1022,0.053564,23:09:11 18/04/29,160901.0,0.0019320000000000032,7.112424918575862e-09
1023,0.0543878,23:12:05 18/04/29,161075.0,0.0027558000000000027,1.0145145233235686e-08
1024,0.05368,23:14:56 18/04/29,161246.0,0.002048000000000001,7.539464924039002e-09
1025,0.0533258,23:17:48 18/04/29,161418.0,0.0016938000000000022,6.235520355633432e-09
1026,0.0540872,23:20:42 18/04/29,161592.0,0.0024552000000000046,9.038522598388954e-09
1027,0.054223,23:23:35 18/04/29,161765.0,0.002591000000000003,9.538453915129426e-09
1028,0.0538378,23:26:28 18/04/29,161938.0,0.002205800000000001,8.120386586643177e-09
1029,0.0535612,23:29:19 18/04/29,162109.0,0.001929200000000006,7.102117056375038e-09
1030,0.0530957,23:32:12 18/04/29,162282.0,0.0014637000000000053,5.388434965486288e-09
1031,0.0541307,23:35:03 18/04/29,162453.0,0.0024986999999999995,9.198662600437615e-09
1032,0.0538588,23:38:06 18/04/29,162636.0,0.002226800000000001,8.197695553149435e-09
1033,0.0539133,23:40:59 18/04/29,162809.0,0.0022813,8.398330728129962e-09
1034,0.0539723,23:44:04 18/04/29,162994.0,0.0023403000000000035,8.61553211021899e-09
1035,0.0539115,23:46:54 18/04/29,163164.0,0.0022795000000000037,8.391704245286583e-09
1036,0.0531993,23:49:46 18/04/29,163336.0,0.0015673000000000006,5.769825866917151e-09
1037,0.0541025,23:52:39 18/04/29,163509.0,0.0024705000000000005,9.094847702557786e-09
1038,0.0540398,23:55:30 18/04/29,163680.0,0.0024078000000000016,8.864025216846243e-09
1039,0.0541537,23:58:37 18/04/29,163867.0,0.0025217000000000017,9.283334325658764e-09
1040,0.0522895,00:01:29 18/04/30,164039.0,0.0006575000000000053,2.420506927517422e-09
1041,0.0532144,00:04:22 18/04/30,164212.0,0.0015824000000000046,5.8254146952145235e-09
1042,0.0537162,00:07:14 18/04/30,164384.0,0.0020842000000000013,7.672730856778363e-09
1043,0.0540133,00:10:07 18/04/30,164557.0,0.002381300000000003,8.766468663874064e-09
1044,0.0534018,00:13:00 18/04/30,164730.0,0.001769800000000002,6.515305186798941e-09
1045,0.0533992,00:15:51 18/04/30,164901.0,0.0017672000000000035,6.5057336004696e-09
1046,0.0539367,00:18:44 18/04/30,165074.0,0.0023047,8.484475005094079e-09
1047,0.0542621,00:21:36 18/04/30,165246.0,0.0026301000000000033,9.682395848005366e-09
1048,0.054639,00:24:26 18/04/30,165416.0,0.0030070000000000027,1.1069907727824845e-08
1049,0.054569,00:27:36 18/04/30,165606.0,0.002937000000000002,1.0812211172803978e-08
1050,0.0541294,00:30:29 18/04/30,165779.0,0.002497400000000004,9.193876807272957e-09
1051,0.0541451,00:33:22 18/04/30,165952.0,0.0025131000000000042,9.251674463184783e-09
1052,0.0541643,00:36:12 18/04/30,166122.0,0.002532300000000001,9.322356946847637e-09
1053,0.0531688,00:39:04 18/04/30,166294.0,0.0015368000000000048,5.657543796515217e-09
1054,0.0542295,00:41:56 18/04/30,166466.0,0.0025975000000000026,9.56238288095279e-09
1055,0.0537232,00:44:49 18/04/30,166639.0,0.0020912000000000014,7.698500512280449e-09
1056,0.0534937,00:47:41 18/04/30,166811.0,0.0018617000000000009,6.853623949747758e-09
1057,0.0536394,00:50:33 18/04/30,166983.0,0.0020073999999999995,7.3900009221268926e-09
1058,0.053826,00:53:26 18/04/30,167156.0,0.0021940000000000015,8.076946310225376e-09
1059,0.0539762,00:56:18 18/04/30,167328.0,0.0023442000000000046,8.629889489713013e-09
1060,0.0535358,00:59:11 18/04/30,167501.0,0.001903800000000004,7.008610020696032e-09
1061,0.0538772,01:02:04 18/04/30,167674.0,0.0022452000000000027,8.265432933326355e-09
1062,0.0532857,01:05:14 18/04/30,167864.0,0.001653700000000001,6.0878970434000474e-09
1063,0.0534608,01:08:05 18/04/30,168035.0,0.0018288000000000054,6.7325065688879675e-09
1064,0.0546699,01:11:14 18/04/30,168224.0,0.003037900000000003,1.1183662349969772e-08
1065,0.0526948,01:14:20 18/04/30,168410.0,0.0010628000000000026,3.9125699810882154e-09
1066,0.0533099,01:17:14 18/04/30,168584.0,0.001677900000000003,6.1769864238501245e-09
1067,0.0536168,01:20:08 18/04/30,168758.0,0.001984800000000002,7.306801748648737e-09
1068,0.0536562,01:23:00 18/04/30,168930.0,0.0020242000000000038,7.451848095331916e-09
1069,0.053025,01:25:52 18/04/30,169102.0,0.0013930000000000053,5.128161444915216e-09
1070,0.0532692,01:28:48 18/04/30,169278.0,0.0016372000000000053,6.027154284002288e-09
1071,0.0532373,01:31:38 18/04/30,169448.0,0.001605300000000004,5.909718282499917e-09
1072,0.0530447,01:34:31 18/04/30,169621.0,0.0014127000000000028,5.200684618256793e-09
1073,0.0538387,01:37:25 18/04/30,169795.0,0.002206700000000006,8.12369982806489e-09
1074,0.053561,01:40:15 18/04/30,169965.0,0.0019290000000000002,7.101380780503528e-09
1075,0.0530134,01:43:07 18/04/30,170137.0,0.0013814000000000048,5.0854574443689e-09
1076,0.0529778,01:46:01 18/04/30,170311.0,0.0013458000000000012,4.95440033924399e-09
1077,0.0531692,01:48:51 18/04/30,170481.0,0.0015372000000000025,5.659016348258185e-09
1078,0.0537185,01:51:43 18/04/30,170653.0,0.002086500000000005,7.68119802930049e-09
1079,0.0535282,01:54:37 18/04/30,170827.0,0.0018962000000000007,6.980631537579468e-09
1080,0.0521409,01:57:27 18/04/30,170997.0,0.0005088999999999996,1.8734539550016807e-09
1081,0.0531937,02:00:19 18/04/30,171169.0,0.0015616999999999992,5.749210142515476e-09
1082,0.0522478,02:03:25 18/04/30,171355.0,0.0006157999999999997,2.2669934083121147e-09
1083,0.0531623,02:06:16 18/04/30,171526.0,0.0015303000000000053,5.633614830691854e-09
1084,0.0535927,02:09:08 18/04/30,171698.0,0.0019607000000000027,7.218080506134414e-09
1085,0.052865,02:12:00 18/04/30,171870.0,0.001233000000000005,4.539140747724668e-09
1086,0.0523697,02:14:52 18/04/30,172042.0,0.0007377000000000009,2.715753551984167e-09
1087,0.0523628,02:17:45 18/04/30,172215.0,0.0007308000000000037,2.6903520344178352e-09
1088,0.0538062,02:20:37 18/04/30,172387.0,0.002174200000000001,8.004054998948044e-09
1089,0.0534745,02:23:44 18/04/30,172574.0,0.0018425000000000039,6.782941466084903e-09
1090,0.0535972,02:26:36 18/04/30,172746.0,0.0019652000000000003,7.234646713242889e-09
1091,0.05475,02:29:29 18/04/30,172919.0,0.0031180000000000027,1.1478540836500788e-08
1092,0.0536058,02:32:37 18/04/30,173107.0,0.0019738000000000047,7.2663065757168985e-09
1093,0.0543543,02:35:29 18/04/30,173279.0,0.002722300000000004,1.002181902476142e-08
1094,0.055093,02:38:22 18/04/30,173452.0,0.0034610000000000057,1.2741253956103032e-08
1095,0.0583257,02:41:15 18/04/30,173625.0,0.006693700000000004,2.4642049004902275e-08
1096,0.0605571,02:44:07 18/04/30,173797.0,0.008925100000000005,3.285667890309594e-08
1097,0.066284,02:47:00 18/04/30,173970.0,0.014651999999999998,5.39395703452243e-08
1098,0.0704985,02:50:07 18/04/30,174157.0,0.018866500000000008,6.945474364715908e-08
1099,0.0734983,02:53:15 18/04/30,174345.0,0.021866300000000005,8.049814544361033e-08
1100,0.076345,02:56:06 18/04/30,174516.0,0.024713,9.097792806043736e-08
1101,0.0792147,02:58:59 18/04/30,174689.0,0.0275827,1.0154238240248558e-07
1102,0.0806618,03:01:51 18/04/30,174861.0,0.02902980000000001,1.0686970647063834e-07
1103,0.0816517,03:04:45 18/04/30,175035.0,0.030019699999999996,1.1051390389656906e-07
1104,0.0829045,03:07:36 18/04/30,175206.0,0.03127250000000001,1.1512593595557108e-07
1105,0.0829273,03:10:28 18/04/30,175378.0,0.0312953,1.152098714049207e-07
1106,0.084177,03:13:18 18/04/30,175548.0,0.032545000000000004,1.1981049118791465e-07
1107,0.0845015,03:16:11 18/04/30,175721.0,0.032869499999999996,1.210050987894042e-07
1108,0.0846718,03:19:03 18/04/30,175893.0,0.03303980000000001,1.216320376939764e-07
1109,0.0843827,03:22:11 18/04/30,176081.0,0.03275070000000001,1.2056775092174024e-07
1110,0.0842471,03:25:03 18/04/30,176253.0,0.03261510000000001,1.2006855588087124e-07
1111,0.0835482,03:27:54 18/04/30,176424.0,0.031916200000000006,1.1749563984795579e-07
1112,0.0836172,03:30:47 18/04/30,176597.0,0.031985200000000005,1.1774965502361922e-07
1113,0.0834659,03:33:39 18/04/30,176769.0,0.0318339,1.1719266232683838e-07
1114,0.0832082,03:36:47 18/04/30,176957.0,0.0315762,1.1624397086642586e-07
1115,0.0828672,03:39:39 18/04/30,177129.0,0.031235200000000005,1.1498862050553852e-07
1116,0.0822288,03:42:31 18/04/30,177301.0,0.030596800000000007,1.1263842792374826e-07
1117,0.0825668,03:46:29 18/04/30,177539.0,0.0309348,1.1388273414656325e-07
1118,0.0827211,03:49:25 18/04/30,177715.0,0.03108910000000001,1.1445077098141641e-07
1119,0.0817685,03:52:34 18/04/30,177904.0,0.030136499999999997,1.1094388900551817e-07
1120,0.0813997,03:55:38 18/04/30,178088.0,0.029767700000000008,1.09586196298494e-07
1121,0.081613,03:58:30 18/04/30,178260.0,0.029981000000000008,1.1037143451543615e-07
1122,0.0811062,04:01:38 18/04/30,178448.0,0.029474200000000006,1.0850571145708508e-07
1123,0.0811552,04:04:31 18/04/30,178621.0,0.0295232,1.0868609904559965e-07
1124,0.0810333,04:07:22 18/04/30,178792.0,0.029401300000000005,1.0823733890192763e-07
1125,0.080791,04:10:15 18/04/30,178965.0,0.029159000000000004,1.0734534068361969e-07
1126,0.0808807,04:13:24 18/04/30,179154.0,0.029248700000000002,1.0767556041198214e-07
1127,0.0805715,04:16:15 18/04/30,179325.0,0.028939500000000007,1.0653727791466142e-07
1128,0.0805608,04:19:19 18/04/30,179509.0,0.028928800000000005,1.0649788715553679e-07
1129,0.0804631,04:22:24 18/04/30,179694.0,0.0288311,1.061382163923148e-07
1130,0.0785529,04:25:28 18/04/30,179878.0,0.026920899999999998,9.910604554373115e-08
1131,0.079642,04:28:21 18/04/30,180051.0,0.028010000000000007,1.0311543580192009e-07
1132,0.079602,04:31:12 18/04/30,180222.0,0.02797000000000001,1.0296818062762246e-07
1133,0.0793869,04:34:16 18/04/30,180406.0,0.0277549,1.0217631592783688e-07
1134,0.0789115,04:37:08 18/04/30,180578.0,0.027279499999999998,1.0042618818130948e-07
1135,0.0786879,04:40:00 18/04/30,180750.0,0.027055900000000008,9.960303175698572e-08
1136,0.079308,04:42:52 18/04/30,180922.0,0.027676000000000006,1.0188585509653482e-07
1137,0.0793765,04:46:01 18/04/30,181111.0,0.027744500000000005,1.0213802958251952e-07
1138,0.0784175,04:49:09 18/04/30,181299.0,0.026785500000000004,9.860758677873368e-08
1139,0.0784033,04:52:01 18/04/30,181471.0,0.026771299999999998,9.855531119185799e-08
1140,0.0796366,04:54:54 18/04/30,181644.0,0.028004600000000004,1.030955563533899e-07
1141,0.084991,04:58:01 18/04/30,181831.0,0.033359,1.2280713398487152e-07
1142,0.0860139,05:01:09 18/04/30,182019.0,0.03438190000000001,1.2657281692959785e-07
1143,0.0852632,05:04:02 18/04/30,182192.0,0.0336312,1.2380920544596695e-07
1144,0.0840855,05:06:53 18/04/30,182363.0,0.032453499999999996,1.1947364497670875e-07
1145,0.0822954,05:09:45 18/04/30,182535.0,0.030663400000000007,1.1288360778895383e-07
1146,0.0811213,05:12:38 18/04/30,182708.0,0.029489299999999996,1.085613002853824e-07
1147,0.0807053,05:15:30 18/04/30,182880.0,0.029073299999999996,1.0702984647268698e-07
1148,0.0791161,05:18:22 18/04/30,183052.0,0.027484099999999997,1.0117939839784187e-07
1149,0.0783878,05:21:14 18/04/30,183224.0,0.026755799999999996,9.849824981181765e-08
1150,0.078239,05:24:09 18/04/30,183399.0,0.026607000000000006,9.795046056343048e-08
1151,0.0782907,05:27:00 18/04/30,183570.0,0.026658700000000007,9.814078787621018e-08
1152,0.0775878,05:30:10 18/04/30,183760.0,0.0259558,9.555314632586494e-08
1153,0.0774667,05:33:02 18/04/30,183932.0,0.025834700000000002,9.510733128567884e-08
1154,0.0771982,05:36:12 18/04/30,184122.0,0.025566199999999997,9.411888092820594e-08
1155,0.0770223,05:39:06 18/04/30,184296.0,0.025390300000000005,9.34713262992321e-08
1156,0.0765202,05:41:57 18/04/30,184467.0,0.0248882,9.162290572386101e-08
1157,0.0772092,05:44:49 18/04/30,184639.0,0.025577200000000008,9.415937610113784e-08
1158,0.076847,05:47:41 18/04/30,184811.0,0.025215,9.28259804978727e-08
1159,0.0767393,05:50:34 18/04/30,184984.0,0.0251073,9.242949594107631e-08
1160,0.0767492,05:53:26 18/04/30,185156.0,0.025117200000000006,9.2465941596715e-08
1161,0.0771172,05:56:17 18/04/30,185327.0,0.0254852,9.382068920025324e-08
1162,0.0760468,05:59:28 18/04/30,185518.0,0.0244148,8.988014073604848e-08
1163,0.0766272,06:02:18 18/04/30,185688.0,0.02499520000000001,9.201681331510722e-08
1164,0.0762579,06:05:10 18/04/30,185860.0,0.024625900000000006,9.065727991840428e-08
1165,0.0757821,06:08:05 18/04/30,186035.0,0.024150100000000008,8.89056796201339e-08
1166,0.0760187,06:10:56 18/04/30,186206.0,0.024386699999999997,8.977669397610439e-08
1167,0.0760912,06:13:48 18/04/30,186378.0,0.0244592,9.004359397951885e-08
1168,0.0764025,06:16:41 18/04/30,186551.0,0.0247705,9.118960737349022e-08
1169,0.0771245,06:19:32 18/04/30,186722.0,0.0254925,9.384756326956257e-08
1170,0.0761757,06:22:39 18/04/30,186909.0,0.0245437,9.035467053522262e-08
1171,0.0770355,06:25:31 18/04/30,187081.0,0.02540350000000001,9.351992050675035e-08
1172,0.0769647,06:28:24 18/04/30,187254.0,0.0253327,9.325927884824351e-08
1173,0.0762557,06:31:17 18/04/30,187427.0,0.0246237,9.064918088381789e-08
1174,0.0766718,06:34:16 18/04/30,187606.0,0.0250398,9.218100283444906e-08
1175,0.0764926,06:37:12 18/04/30,187782.0,0.024860599999999997,9.152129965359564e-08
1176,0.0765868,06:40:03 18/04/30,187953.0,0.0249548,9.186808558906658e-08
1177,0.0761723,06:42:56 18/04/30,188126.0,0.0245403,9.034215384540732e-08
1178,0.0760742,06:45:49 18/04/30,188299.0,0.024442199999999997,8.998101053044235e-08
1179,0.0762258,06:48:40 18/04/30,188470.0,0.0245938,9.05391076410304e-08
1180,0.0760127,06:51:33 18/04/30,188643.0,0.024380700000000005,8.975460569995977e-08
1181,0.0761443,06:54:25 18/04/30,188815.0,0.0245123,9.023907522339897e-08
1182,0.0762418,06:57:17 18/04/30,188987.0,0.0246098,9.059800971074946e-08
1183,0.076267,07:00:09 18/04/30,189159.0,0.024635000000000004,9.069078047055699e-08
1184,0.0762022,07:03:13 18/04/30,189343.0,0.0245702,9.04522270881948e-08
1185,0.0763496,07:06:22 18/04/30,189532.0,0.024717600000000006,9.099486240548162e-08
1186,0.0766102,07:09:31 18/04/30,189721.0,0.024978200000000006,9.19542298660307e-08
1187,0.0752093,07:12:38 18/04/30,189908.0,0.02357730000000001,8.679698552419176e-08
1188,0.075919,07:15:29 18/04/30,190079.0,0.024287000000000003,8.940966045416754e-08
1189,0.0754119,07:18:21 18/04/30,190251.0,0.023779900000000007,8.754283298200927e-08
1190,0.0762245,07:21:14 18/04/30,190424.0,0.024592500000000003,9.053432184786575e-08
1191,0.0759008,07:24:22 18/04/30,190612.0,0.024268800000000007,8.934265934986213e-08
1192,0.0753173,07:27:13 18/04/30,190783.0,0.023685300000000006,8.719457449479535e-08
1193,0.075652,07:30:06 18/04/30,190956.0,0.02402,8.84267321657308e-08
1194,0.0753602,07:32:56 18/04/30,191126.0,0.023728200000000005,8.735250566922957e-08
1195,0.0753132,07:35:48 18/04/30,191298.0,0.0236812,8.717948083942982e-08
1196,0.0758211,07:38:42 18/04/30,191472.0,0.024189100000000005,8.904925341507408e-08
1197,0.0757743,07:41:33 18/04/30,191643.0,0.024142300000000005,8.887696486114585e-08
1198,0.0757855,07:44:42 18/04/30,191832.0,0.02415350000000001,8.891819630994919e-08
1199,0.075845,07:47:45 18/04/30,192015.0,0.024213,8.91372383817169e-08
1200,0.0762738,07:50:37 18/04/30,192187.0,0.024641800000000005,9.071581385018759e-08
1201,0.0752415,07:53:46 18/04/30,192376.0,0.023609500000000005,8.691552593950133e-08
1202,0.0757567,07:56:41 18/04/30,192551.0,0.0241247,8.881217258445487e-08
1203,0.0753398,07:59:50 18/04/30,192740.0,0.0237078,8.727740553033775e-08
1204,0.0757833,08:02:43 18/04/30,192913.0,0.0241513,8.89100972753628e-08
1205,0.0750864,08:05:50 18/04/30,193100.0,0.0234544,8.634454400116222e-08
1206,0.0750671,08:08:42 18/04/30,193272.0,0.0234351,8.627349337956361e-08
1207,0.0748882,08:11:33 18/04/30,193443.0,0.023256200000000005,8.561489461251745e-08
1208,0.0744668,08:14:25 18/04/30,193615.0,0.022834800000000002,8.406356135129184e-08
1209,0.0743198,08:17:18 18/04/30,193788.0,0.022687800000000008,8.352239858574805e-08
1210,0.0737968,08:20:10 18/04/30,193960.0,0.0221648,8.159703718180641e-08
1211,0.074167,08:23:02 18/04/30,194132.0,0.022535,8.295988381993105e-08
1212,0.0733702,08:25:54 18/04/30,194304.0,0.0217382,8.002656074792212e-08
1213,0.0738259,08:28:47 18/04/30,194477.0,0.022193900000000003,8.170416532110797e-08
1214,0.074024,08:31:38 18/04/30,194648.0,0.02239200000000001,8.243344657181702e-08
1215,0.0736743,08:34:30 18/04/30,194820.0,0.0220423,8.114606821051991e-08
1216,0.0734725,08:37:23 18/04/30,194993.0,0.0218405,8.040316585618833e-08
1217,0.0726502,08:40:16 18/04/30,195166.0,0.0210182,7.737596761056466e-08
1218,0.0723184,08:43:10 18/04/30,195340.0,0.020686400000000008,7.61544859397658e-08
1219,0.0697282,08:46:19 18/04/30,195529.0,0.018096200000000007,6.661897712812233e-08
1220,0.0686206,08:49:11 18/04/30,195701.0,0.016988600000000006,6.254148135182077e-08
1221,0.0664072,08:52:21 18/04/30,195891.0,0.014775200000000002,5.439311628206103e-08
1222,0.0655623,08:55:14 18/04/30,196064.0,0.013930300000000007,5.128271886295922e-08
1223,0.0634688,08:58:05 18/04/30,196235.0,0.011836800000000008,4.357575117815667e-08
1224,0.062171,09:00:58 18/04/30,196408.0,0.010539,3.879805704806982e-08
1225,0.0611169,09:03:48 18/04/30,196578.0,0.009484900000000004,3.491751506739137e-08
1226,0.059838,09:06:54 18/04/30,196764.0,0.008206000000000005,3.0209399007160175e-08
